date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:14:24	34673/34673	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:37%20GMT	https://marketpresso.com/special/images/bg13.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg13.png	(from https://marketpresso.com/special/css/style.css)
15:14:24	45935/45935	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:38%20GMT	https://marketpresso.com/special/images/bg14.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg14.png	(from https://marketpresso.com/special/css/style.css)
15:14:24	39546/39546	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:38%20GMT	https://marketpresso.com/special/images/bg15.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg15.png	(from https://marketpresso.com/special/css/style.css)
15:14:24	34517/34517	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:39%20GMT	https://marketpresso.com/special/images/bg16.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg16.png	(from https://marketpresso.com/special/css/style.css)
15:14:24	29040/29040	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:39%20GMT	https://marketpresso.com/special/images/bg17.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg17.png	(from https://marketpresso.com/special/css/style.css)
15:14:25	43504/43504	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:40%20GMT	https://marketpresso.com/special/images/bg18.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg18.png	(from https://marketpresso.com/special/css/style.css)
15:14:25	37760/37760	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:40%20GMT	https://marketpresso.com/special/images/bg19.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg19.png	(from https://marketpresso.com/special/css/style.css)
15:14:25	261197/261197	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:42%20GMT	https://marketpresso.com/special/images/bg20.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg20.png	(from https://marketpresso.com/special/css/style.css)
15:14:25	402347/402347	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:44%20GMT	https://marketpresso.com/special/images/bg21.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg21.png	(from https://marketpresso.com/special/css/style.css)
15:14:26	48238/48238	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:44%20GMT	https://marketpresso.com/special/images/bg22.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg22.png	(from https://marketpresso.com/special/css/style.css)
15:14:26	63379/63379	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:28:45%20GMT	https://marketpresso.com/special/images/bg23.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/bg23.png	(from https://marketpresso.com/special/css/style.css)
15:14:26	44944/44944	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:35%20GMT	https://marketpresso.com/special/images/graphic1.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/graphic1.png	(from https://marketpresso.com/special/css/style.css)
15:14:26	3500/3500	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:41%20GMT	https://marketpresso.com/special/images/iconb-box1.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconb-box1.png	(from https://marketpresso.com/special/css/style.css)
15:14:27	3450/3450	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:40%20GMT	https://marketpresso.com/special/images/iconb-box.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconb-box.png	(from https://marketpresso.com/special/css/style.css)
15:14:28	3388/3388	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:41%20GMT	https://marketpresso.com/special/images/iconb-box2.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconb-box2.png	(from https://marketpresso.com/special/css/style.css)
15:14:28	3443/3443	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:42%20GMT	https://marketpresso.com/special/images/iconb-box4.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconb-box4.png	(from https://marketpresso.com/special/css/style.css)
15:14:28	3457/3457	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:41%20GMT	https://marketpresso.com/special/images/iconb-box3.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconb-box3.png	(from https://marketpresso.com/special/css/style.css)
15:14:29	16808/16808	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:30:33%20GMT	https://marketpresso.com/special/images/vector1.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/vector1.png	(from https://marketpresso.com/special/css/style.css)
15:14:29	30847/30847	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:30:06%20GMT	https://marketpresso.com/special/images/s1bg.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/s1bg.png	(from https://marketpresso.com/special/css/style.css)
15:14:29	101012/101012	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:30:07%20GMT	https://marketpresso.com/special/images/s2bg.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/s2bg.png	(from https://marketpresso.com/special/css/style.css)
15:14:29	47137/47137	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:30:07%20GMT	https://marketpresso.com/special/images/s3bg.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/s3bg.png	(from https://marketpresso.com/special/css/style.css)
15:14:30	105978/105978	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:30:13%20GMT	https://marketpresso.com/special/images/s4bg.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/s4bg.png	(from https://marketpresso.com/special/css/style.css)
15:14:30	6626/6626	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:55%20GMT	https://marketpresso.com/special/images/iconebg.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconebg.png	(from https://marketpresso.com/special/css/style.css)
15:14:30	14111/14111	---M--	200	added ('OK')	image/png	date:Sun,%2010%20May%202020%2014:29:55%20GMT	https://marketpresso.com/special/images/iconebg1.png	D:/htcopy/Marketprssso/marketpresso.com/special/images/iconebg1.png	(from https://marketpresso.com/special/css/style.css)
15:14:31	1429/1429	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jan%202021%2009:42:36%20GMT	https://marketpresso.com/special/POST	D:/htcopy/Marketprssso/marketpresso.com/special/POST	(from https://connect.facebook.net/en_US/fbevents.js)
